Type,Virus Family,SHA-256,Benign Tasks,Duration,No. of Commands,Read Traffic,Write Traffic,Disk Size,Victim Data,Source,OS,Recording_Index
RW,MRAC_768c,768c09ad691d4af27f50934df5879166c08c0b18abf2c1a1c8561e8589a07c91,Compress_rar_using_winrar,1004,3963828,221,228,512GB,Set 5,In-house,Windows,4234
RW,Sodinokibi_7c8c,7c8cb66e9e5ac66415273a48528e1b2f781003f2109b5d704254b9e91d745a34,"Anaconda_package, Disk indexing",1004,1427137,60,65,512GB,Set 4,In-house,Windows,4235
RW,BlackMatter_8ead,8eada5114fbbc73b7d648b38623fc206367c94c0e76cb3b395a33ea8859d2952,"Compress_rar_using_winrar, Disk indexing",1003,1032669,40,43,100GB,Set 2,In-house,Windows,4236
RW,Hive_a45c,a45cfb48b6c6b9b40bc56daf553b91223610beed172485622755042a0948af49,Anaconda_package,1004,1476371,57,308,512GB,Set 3,In-house,Windows,4237
RW,Hive_460b,460b096aaf535b0b8f0224da0f04c7f7997c62bf715839a8012c1e1154a38984,User_files_wipe,1002,1971512,53,252,512GB,Set 5,In-house,Windows,4238
RW,Maze_6a22,6a22220c0fe5f578da11ce22945b63d93172b75452996defdc2ff48756bde6af,"Install_package, Disk indexing",1003,2809217,127,142,512GB,Set 4,In-house,Windows,4239
RW,Sodinokibi_2f00,2f00cd865ea857a2d9d399385c408e99f9daaa1b6c193f2195393bd459524b3e,Encrypt_using_aescrypt,1004,1504080,27,37,100GB,Set 1,In-house,Windows,4240
RW,Sugar_09ad,09ad72ac1eedef1ee80aa857e300161bc701a2d06105403fb7f3992cbf37c8b9,Do_git_repository,1003,5560560,97,114,100GB,Set 1,In-house,Windows,4241
RW,BlackMatter_2aad,2aad85dbd4c79bd21c6218892552d5c9fb216293a251559ba59d45d56a01437c,"Compress_using_7z_sw, Disk indexing",1004,1517016,45,54,100GB,Set 2,In-house,Windows,4242
RW,RagnarLocker_041f,041fd213326dd5c10a16caf88ff076bb98c68c052284430fba5f601023d39a14,Compress_rar_using_winrar,1003,2055769,45,55,100GB,Set 1,In-house,Windows,4243
RW,BlackMatter_c6e2,c6e2ef30a86baa670590bd21acf5b91822117e0cbe6060060bc5fe0182dace99,Anaconda_package,1002,2353725,113,126,512GB,Set 3,In-house,Windows,4244
RW,LockBit_f2d,f2da3d1410c5058720a4307acf5fec7fc2b54285be9dd89eae108cce368dcde7,User_files_wipe,1003,2017722,46,400,512GB,Set 3,In-house,Windows,4245
RW,BlackMatter_e4fd,e4fd947a781611c85ea2e5afa51b186de7f351026c28eb067ad70028acd72cda,Get_and_install_apps,1002,2053537,46,55,100GB,Set 1,In-house,Windows,4246
RW,LockBit_0545,0545f842ca2eb77bcac0fd17d6d0a8c607d7dbc8669709f3096e5c1828e1c049,User_files_wipe,1003,1997695,4,73,100GB,Set 1,In-house,Windows,4247
RW,Sodinokibi_0441,04419b76566142902680b2c44b216905b44a5743502530066e408bac72d20864,Do_git_repository,1003,1575879,132,143,512GB,Set 5,In-house,Windows,4248
RW,Thanos_caf8,caf815381680cfa6afedcd7c7af5a5c838788b1c7ec593ce817114a25ab63441,Install_package,1003,2634356,55,62,100GB,Set 1,In-house,Windows,4249
RW,HelloXD_903c,903c04976fa6e6721c596354f383a4d4272c6730b29eee00b0ec599265963e74,Install_package,1009,2356054,22,34,512GB,Set 3,In-house,Windows,4250
RW,BianLian_eaf5,eaf5e26c5e73f3db82cd07ea45e4d244ccb3ec3397ab5263a1a74add7bbcb6e2,User_files_wipe,1003,3223101,42,309,512GB,Set 3,In-house,Windows,4251
RW,AvosLocker_fb54,fb544e1f74ce02937c3a3657be8d125d5953996115f65697b7d39e237020706f,Compress_using_7z_sw,1005,2515162,31,34,100GB,Set 1,In-house,Windows,4252
RW,LockBit_bdc2,bdc2801e747ee4dd2b50b1ecd3fa3eb53b6c8101ec37eff8d18e485a7f4a7bd0,"Anaconda_package, Disk indexing",1002,1162148,2,7,100GB,Set 2,In-house,Windows,4253
RW,Sugar_1d4f,1d4f0f02e613ccbbc47e32967371aa00f8d3dfcf388c39f0c55a911b8256f654,Do_git_repository,1003,7769827,93,108,512GB,Set 5,In-house,Windows,4254
RW,Karma_4dec,4dec9a9044631caef283c7f39a576e4e5c1cc1e6a97ce5c60936a3a3d0097818,Install_package,1003,5435061,42,67,512GB,Set 3,In-house,Windows,4255
RW,Hive_0320,03205e7bc39cc63bde2a396ecbd0a1d58ac014710121961bb910f05f400c757c,"User_files_wipe, Disk indexing",1003,1853917,42,340,512GB,Set 4,In-house,Windows,4256
RW,Mespinoza_f602,f602319a51dfad374687a6d18f87c9f8e7b9cab956a4993c2ed83e7adad6e2db,"Cmake_from_source, Disk indexing",1002,5240496,61,69,512GB,Set 4,In-house,Windows,4257
RW,Diavol_b3d,b3da793a00eebaf8987fe2b759369e3d7ff02d91111c219c707bcb9709357637,Compress_rar_using_winrar,1003,6292815,28,36,512GB,Set 3,In-house,Windows,4258
RW,Hive_0302,03021ad0a5c1cf7dccc75be8bd9add34bbd38db7ce4e046cdf116b0590fbd5bf,"Encrypt_using_aescrypt, Disk indexing",1005,1946712,103,69,100GB,Set 2,In-house,Windows,4259
RW,BlackMatter_e4fd,e4fd947a781611c85ea2e5afa51b186de7f351026c28eb067ad70028acd72cda,"User_files_wipe, Disk indexing",1002,1046335,33,62,100GB,Set 2,In-house,Windows,4260
RW,Zeppelin_824,824a76c39895bc3ad4f5dfc27fc3ac80d26514118c4669505a1f0cfdc8fdbcdc,Compress_using_7z_sw,1005,2574819,55,66,512GB,Set 5,In-house,Windows,4261
RW,LockBit_0545,0545f842ca2eb77bcac0fd17d6d0a8c607d7dbc8669709f3096e5c1828e1c049,Anaconda_package,1003,1839840,5,11,100GB,Set 1,In-house,Windows,4262
RW,Maze_6a22,6a22220c0fe5f578da11ce22945b63d93172b75452996defdc2ff48756bde6af,Install_package,1004,2504790,130,136,512GB,Set 5,In-house,Windows,4263
RW,Sugar_1d4f,1d4f0f02e613ccbbc47e32967371aa00f8d3dfcf388c39f0c55a911b8256f654,Install_package,1003,8590882,111,120,512GB,Set 3,In-house,Windows,4264
RW,Alkhal_7a31,7a3175bed8d0e7ff9532430734875a83c2677c313a031ba67d38849d8e7bcc56,Get_and_install_apps,1003,3064809,78,89,512GB,Set 3,In-house,Windows,4265
RW,Diavol_b3d,b3da793a00eebaf8987fe2b759369e3d7ff02d91111c219c707bcb9709357637,Encrypt_using_aescrypt,1003,6266582,25,37,512GB,Set 5,In-house,Windows,4266
RW,Hive_0320,03205e7bc39cc63bde2a396ecbd0a1d58ac014710121961bb910f05f400c757c,Do_git_repository,1002,1901740,65,262,512GB,Set 5,In-house,Windows,4267
RW,MedusaLocker_f5fb,f5fb7fa5231c18f0951c755c4cb0ec07b0889b5e320f42213cbf6bbbe499ad31,"Do_git_repository, Disk indexing",1002,2047310,54,39,100GB,Set 2,In-house,Windows,4268
RW,Sodinokibi_3b0c,3b0cf9bc480a7fc4a560ab26cd35a72313b1fa49bf6ef208c434a32b3f1588c4,"Install_package, Disk indexing",1003,755534,9,13,100GB,Set 2,In-house,Windows,4269
RW,Sodinokibi_db59,db59d4ab0aaf660fe778f9190102e1b808bc5d357026736ca335e4858ec512eb,"Install_package, Disk indexing",1003,526784,9,13,100GB,Set 2,In-house,Windows,4270
RW,Sodinokibi_de20,de20c90de7becbb2f8b92ac42d71a3db3db498472746d0d6f53c368dadba44b0,Encrypt_using_aescrypt,1002,1915306,62,64,512GB,Set 3,In-house,Windows,4271
RW,BlackMatter_22d7,22d7d67c3af10b1a37f277ebabe2d1eb4fd25afbd6437d4377400e148bcc08d6,Get_and_install_apps,1002,2104943,35,46,100GB,Set 1,In-house,Windows,4272
RW,Cuba_21ac,21acdace25d774297eeb8e1387189129c37581f7307cef986c8b12054d0dc46b,Do_git_repository,1003,1944968,53,59,512GB,Set 5,In-house,Windows,4273
RW,LockBit_786,786a4475e703e5c8d3d5cf05ca7071c579f856a1eb9afb3e4df359e7932b7170,User_files_wipe,1003,2516302,23,78,512GB,Set 5,In-house,Windows,4274
RW,Diavol_b3d,b3da793a00eebaf8987fe2b759369e3d7ff02d91111c219c707bcb9709357637,"Compress_using_7z_sw, Disk indexing",1004,2523848,31,35,100GB,Set 2,In-house,Windows,4275
RW,Sugar_1d4f,1d4f0f02e613ccbbc47e32967371aa00f8d3dfcf388c39f0c55a911b8256f654,Anaconda_package,1003,6755899,68,82,512GB,Set 3,In-house,Windows,4276
RW,LIKEAHORSE_6d2,6d2efda037fe23b1fe3a5bae44f5b9f7ddfdf621c5df6cb6999d801bbdf79b0f,"Encrypt_using_aescrypt, Disk indexing",1004,2155147,38,43,100GB,Set 2,In-house,Windows,4277
RW,Sodinokibi_db59,db59d4ab0aaf660fe778f9190102e1b808bc5d357026736ca335e4858ec512eb,Get_and_install_apps,1003,1521390,60,73,512GB,Set 5,In-house,Windows,4278
RW,Ransomare.Makop_a617,a617fdbff227afe8c89ba96d34724fb03c0c08857c508c8c80f3fedc916fe2b4,Install_package,1002,2924317,72,85,512GB,Set 5,In-house,Windows,4279
RW,Play_dd10,dd101db5d9503f33a0c23d79da3642e999375748f7c1532e98c813b114bdfa1a,User_files_wipe,1002,2458408,30,122,512GB,Set 3,In-house,Windows,4280
RW,Sodinokibi_9437,94379bb2c305a5754d60ae3d27daf5f7f4758ed3dad21ee1969640fd9e84e83f,"Cmake_from_source, Disk indexing",1004,1293100,123,126,512GB,Set 4,In-house,Windows,4281
RW,Thanos_6e6b,6e6b78a1df17d6718daa857827a2a364b7627d9bfd6672406ad72b276014209c,Anaconda_package,1002,2802553,85,95,512GB,Set 5,In-house,Windows,4282
RW,CryLock_4a47,4a47769cf06cd353a24bf01392a154fb5c9c97547e63382d1859f6b90448b2ba,Compress_rar_using_winrar,1003,2347698,31,40,512GB,Set 5,In-house,Windows,4283
RW,Hive_0302,03021ad0a5c1cf7dccc75be8bd9add34bbd38db7ce4e046cdf116b0590fbd5bf,Do_git_repository,1002,1562777,47,301,512GB,Set 3,In-house,Windows,4284
RW,Karma_84d2,84d24a16949b5a89162411ab98ab2230128d8f01a3d3695874394733ac2a1dbd,User_files_wipe,1003,2121425,12,395,512GB,Set 3,In-house,Windows,4285
RW,CryLock_4a47,4a47769cf06cd353a24bf01392a154fb5c9c97547e63382d1859f6b90448b2ba,Encrypt_using_aescrypt,1004,2673132,36,44,100GB,Set 1,In-house,Windows,4286
RW,Sodinokibi_6834,6834005e47c6ad53cb0793e1f13b6ea45383d86691b179f4229214d8768d0ceb,"Install_package, Disk indexing",1004,1160590,45,43,512GB,Set 4,In-house,Windows,4287
RW,Thanos_caf8,caf815381680cfa6afedcd7c7af5a5c838788b1c7ec593ce817114a25ab63441,"Get_and_install_apps, Disk indexing",1003,1563054,45,50,100GB,Set 2,In-house,Windows,4288
RW,LockBit_e216,e216372e4328f1cf5cf39a73540b508adc8d777fef90ca77af635c2331deb5cc,Compress_rar_using_winrar,1003,1251272,5,11,100GB,Set 1,In-house,Windows,4289
RW,BlackMatter_5da8,5da8d2e1b36be0d661d276ea6523760dbe3fa4f3fdb7e32b144812ce50c483fa,Get_and_install_apps,1002,2229202,111,127,512GB,Set 3,In-house,Windows,4290
RW,DarkSide_f3f2,f3f25af554bedfa4ee2824bb858280282bd87828d446048619dc49fe061741b4,"Cmake_from_source, Disk indexing",1003,3205492,70,83,512GB,Set 4,In-house,Windows,4291
RW,Lorenz_1264,1264b40feaa824d5ba31cef3c8a4ede230c61ef71c8a7994875deefe32bd8b3d,Compress_rar_using_winrar,1003,7783849,30,36,100GB,Set 1,In-house,Windows,4292
RW,Maze_6a22,6a22220c0fe5f578da11ce22945b63d93172b75452996defdc2ff48756bde6af,Install_package,1003,1974671,53,58,100GB,Set 1,In-house,Windows,4293
RW,Sodinokibi_de20,de20c90de7becbb2f8b92ac42d71a3db3db498472746d0d6f53c368dadba44b0,Do_git_repository,1003,998883,50,54,512GB,Set 3,In-house,Windows,4294
RW,Maze_6a22,6a22220c0fe5f578da11ce22945b63d93172b75452996defdc2ff48756bde6af,"Encrypt_using_aescrypt, Disk indexing",1003,1337159,49,52,100GB,Set 2,In-house,Windows,4295
RW,ATOMSILO_d9f7,d9f7bb98ad01c4775ec71ec66f5546de131735e6dba8122474cc6eb62320e47b,Compress_rar_using_winrar,1004,2362108,83,93,512GB,Set 5,In-house,Windows,4296
RW,Thanos_4852,4852f22df095db43f2a92e99384ff7667020413e74f67fcbd42fca16f8f96f4c,Do_git_repository,1002,2260620,53,59,100GB,Set 1,In-house,Windows,4297
RW,Neshta_9317,9317dfe933c5c58703e0555320b047ca6c85b8bd2af03667cd4e42d1a0984726,"Do_git_repository, Disk indexing",1002,814769,26,26,100GB,Set 2,In-house,Windows,4298
RW,ATOMSILO_d9f7,d9f7bb98ad01c4775ec71ec66f5546de131735e6dba8122474cc6eb62320e47b,"Cmake_from_source, Disk indexing",1003,1901212,80,85,512GB,Set 4,In-house,Windows,4299
RW,Maze_6a22,6a22220c0fe5f578da11ce22945b63d93172b75452996defdc2ff48756bde6af,"Cmake_from_source, Disk indexing",1003,4395535,95,106,512GB,Set 4,In-house,Windows,4300
RW,Play_dd10,dd101db5d9503f33a0c23d79da3642e999375748f7c1532e98c813b114bdfa1a,Compress_rar_using_winrar,1003,2821378,43,52,100GB,Set 1,In-house,Windows,4301
RW,MRAC_768c,768c09ad691d4af27f50934df5879166c08c0b18abf2c1a1c8561e8589a07c91,Compress_using_7z_sw,1004,4434809,220,227,512GB,Set 5,In-house,Windows,4302
RW,Maze_4e25,4e2554b448424859b508433e6c4a043718343febc7894a849f446dd197b47d1e,Cmake_from_source,1003,4327607,103,110,512GB,Set 3,In-house,Windows,4303
RW,LIKEAHORSE_6d2,6d2efda037fe23b1fe3a5bae44f5b9f7ddfdf621c5df6cb6999d801bbdf79b0f,Compress_using_7z_sw,1003,6280776,75,90,512GB,Set 3,In-house,Windows,4304
RW,Conti_24ac,24ac73821de77cc9644d2ac40e97067ff63f625b5f20e085ad10535e47d7db59,"Cmake_from_source, Disk indexing",1003,1849081,46,53,100GB,Set 2,In-house,Windows,4305
RW,Maze_6a22,6a22220c0fe5f578da11ce22945b63d93172b75452996defdc2ff48756bde6af,"Get_and_install_apps, Disk indexing",1003,1624517,52,57,100GB,Set 2,In-house,Windows,4306
RW,BlackMatter_22d7,22d7d67c3af10b1a37f277ebabe2d1eb4fd25afbd6437d4377400e148bcc08d6,Encrypt_using_aescrypt,1003,2324197,36,40,100GB,Set 1,In-house,Windows,4307
RW,Cuba_521c,521cfd987fb5ea2d11daedc2ecb2cc1f04d883dc4b10ed653cafbf747ccf1dce,"User_files_wipe, Disk indexing",1007,2500840,18,105,512GB,Set 4,In-house,Windows,4308
RW,BlackMatter_22d7,22d7d67c3af10b1a37f277ebabe2d1eb4fd25afbd6437d4377400e148bcc08d6,Cmake_from_source,1003,1711811,107,115,512GB,Set 5,In-house,Windows,4309
RW,LockBit_0545,0545f842ca2eb77bcac0fd17d6d0a8c607d7dbc8669709f3096e5c1828e1c049,Encrypt_using_aescrypt,1004,3124368,16,27,512GB,Set 5,In-house,Windows,4310
RW,Hive_460b,460b096aaf535b0b8f0224da0f04c7f7997c62bf715839a8012c1e1154a38984,Do_git_repository,1002,2278642,61,76,100GB,Set 1,In-house,Windows,4311
RW,Sodinokibi_db59,db59d4ab0aaf660fe778f9190102e1b808bc5d357026736ca335e4858ec512eb,Anaconda_package,1003,1127559,12,18,100GB,Set 1,In-house,Windows,4312
RW,Play_952f,952fec5f9e7137951700d7e4239728f903e360b3fdb0332deb9448bdc31c2f3f,Anaconda_package,1004,2796676,56,68,512GB,Set 5,In-house,Windows,4313
RW,Cuba_521c,521cfd987fb5ea2d11daedc2ecb2cc1f04d883dc4b10ed653cafbf747ccf1dce,User_files_wipe,1004,2351107,30,63,100GB,Set 1,In-house,Windows,4314
RW,MedusaLocker_f5fb,f5fb7fa5231c18f0951c755c4cb0ec07b0889b5e320f42213cbf6bbbe499ad31,Cmake_from_source,1003,795074,52,57,512GB,Set 5,In-house,Windows,4315
RW,MedusaLocker_f5fb,f5fb7fa5231c18f0951c755c4cb0ec07b0889b5e320f42213cbf6bbbe499ad31,"Anaconda_package, Disk indexing",1003,1776894,52,33,100GB,Set 2,In-house,Windows,4316
RW,BlackMatter_5da8,5da8d2e1b36be0d661d276ea6523760dbe3fa4f3fdb7e32b144812ce50c483fa,Cmake_from_source,1003,1924531,107,114,512GB,Set 3,In-house,Windows,4317
RW,MRAC_768c,768c09ad691d4af27f50934df5879166c08c0b18abf2c1a1c8561e8589a07c91,"User_files_wipe, Disk indexing",1002,3112465,125,184,512GB,Set 4,In-house,Windows,4318
RW,Clop_bc1f,bc1f7ec9736f12281a57e3e1ee887850e1a373037ba39ff0589c6c50545dc485,Compress_rar_using_winrar,1003,1617297,44,50,100GB,Set 1,In-house,Windows,4319
RW,Mespinoza_44f1,44f1def68aef34687bfacf3668e56873f9d603fc6741d5da1209cc55bdc6f1f9,Encrypt_using_aescrypt,1003,7536777,29,31,512GB,Set 5,In-house,Windows,4320
RW,Maze_3885,3885589a3c94d0475a6d994e4644e682f4cff93f8b4d65f37508ffe706861363,Install_package,1002,1816779,190,194,512GB,Set 3,In-house,Windows,4321
RW,Cuba_21ac,21acdace25d774297eeb8e1387189129c37581f7307cef986c8b12054d0dc46b,"Anaconda_package, Disk indexing",1003,1264595,30,33,100GB,Set 2,In-house,Windows,4322
RW,BianLian_eaf5,eaf5e26c5e73f3db82cd07ea45e4d244ccb3ec3397ab5263a1a74add7bbcb6e2,"Encrypt_using_aescrypt, Disk indexing",1004,5281971,69,84,512GB,Set 4,In-house,Windows,4323
RW,BlackMatter_c6e2,c6e2ef30a86baa670590bd21acf5b91822117e0cbe6060060bc5fe0182dace99,"Do_git_repository, Disk indexing",1003,1029607,33,35,100GB,Set 2,In-house,Windows,4324
RW,DarkSide_f3f2,f3f25af554bedfa4ee2824bb858280282bd87828d446048619dc49fe061741b4,Get_and_install_apps,1002,3360004,83,94,512GB,Set 5,In-house,Windows,4325
RW,Diavol_2723,2723c9b143ef85be072e18f670e06335c45bdb0ba369381f97f96658ae3503b0,Compress_using_7z_sw,1002,5909972,24,35,512GB,Set 3,In-house,Windows,4326
RW,MedusaLocker_f5fb,f5fb7fa5231c18f0951c755c4cb0ec07b0889b5e320f42213cbf6bbbe499ad31,"Get_and_install_apps, Disk indexing",1004,1794755,52,32,100GB,Set 2,In-house,Windows,4327
RW,BlackMatter_8ead,8eada5114fbbc73b7d648b38623fc206367c94c0e76cb3b395a33ea8859d2952,"User_files_wipe, Disk indexing",1002,1414586,26,89,100GB,Set 2,In-house,Windows,4328
RW,Ransomare.Koxic_7a5,7a5e20e021dc29a07cad61f4d0bdb98e22749f13c3ace58220bfe978908bb7e9,Install_package,1003,2010108,79,86,512GB,Set 5,In-house,Windows,4329
RW,Maze_4e25,4e2554b448424859b508433e6c4a043718343febc7894a849f446dd197b47d1e,Anaconda_package,1002,1964594,58,65,100GB,Set 1,In-house,Windows,4330
RW,MountLocker_00ed,0abb4a302819cdca6c9f56893ca2b52856b55a0aa68a3cb8bdcd55dcc1fad9ad,User_files_wipe,1004,5081047,179,80,512GB,Set 5,In-house,Windows,4331
RW,Cuba_21ac,21acdace25d774297eeb8e1387189129c37581f7307cef986c8b12054d0dc46b,Do_git_repository,1003,2376849,34,41,100GB,Set 1,In-house,Windows,4332
RW,BianLian_46d3,46d340eaf6b78207e24b6011422f1a5b4a566e493d72365c6a1cace11c36b28b,Compress_using_7z_sw,1005,2446782,40,51,100GB,Set 1,In-house,Windows,4333
RW,Mespinoza_0433,0433efd9ba06378eb6eae864c85aafc8b6de79ef6512345294e9e379cc054c3d,Compress_using_7z_sw,1002,6735741,33,32,512GB,Set 3,In-house,Windows,4334
RW,Sodinokibi_9437,94379bb2c305a5754d60ae3d27daf5f7f4758ed3dad21ee1969640fd9e84e83f,"User_files_wipe, Disk indexing",1003,636725,6,70,100GB,Set 2,In-house,Windows,4335
RW,MountLocker_00ed,0abb4a302819cdca6c9f56893ca2b52856b55a0aa68a3cb8bdcd55dcc1fad9ad,Get_and_install_apps,1002,5057532,199,34,512GB,Set 3,In-house,Windows,4336
RW,AvosLocker_6cc5,6cc510a772d7718c95216eb56a84a96201241b264755f28875e685f06e95e1a2,Get_and_install_apps,1003,1624288,34,39,100GB,Set 1,In-house,Windows,4337
RW,Diavol_b3d,b3da793a00eebaf8987fe2b759369e3d7ff02d91111c219c707bcb9709357637,Cmake_from_source,1002,3780937,46,57,512GB,Set 5,In-house,Windows,4338
RW,ViceSociety_HelloKitty_fa72,fa722d0667418d68c4935e1461010a8f730f02fa1f595ee68bd0768fd5d1f8bb,Install_package,1002,5210236,28,31,100GB,Set 1,In-house,Windows,4339
RW,AvosLocker_43b7,43b7a60c0ef8b4af001f45a0c57410b7374b1d75a6811e0dfc86e4d60f503856,"Anaconda_package, Disk indexing",1003,2168454,34,36,100GB,Set 2,In-house,Windows,4340
RW,Lorenz_a0cc,a0ccb9019b90716c8ee1bc0829e0e04cf7166be2f25987abbc8987e65cef2e6f,User_files_wipe,1003,5056050,31,116,512GB,Set 5,In-house,Windows,4341
RW,Mespinoza_0433,0433efd9ba06378eb6eae864c85aafc8b6de79ef6512345294e9e379cc054c3d,User_files_wipe,1005,5110431,30,122,512GB,Set 3,In-house,Windows,4342
RW,Sodinokibi_6834,6834005e47c6ad53cb0793e1f13b6ea45383d86691b179f4229214d8768d0ceb,Cmake_from_source,1003,768946,43,46,512GB,Set 5,In-house,Windows,4343
RW,Play_952f,952fec5f9e7137951700d7e4239728f903e360b3fdb0332deb9448bdc31c2f3f,"Get_and_install_apps, Disk indexing",1003,1161645,29,32,100GB,Set 2,In-house,Windows,4344
RW,Ransomare.Koxic_7a5,7a5e20e021dc29a07cad61f4d0bdb98e22749f13c3ace58220bfe978908bb7e9,User_files_wipe,1004,2092649,29,96,100GB,Set 1,In-house,Windows,4345
RW,DarkSide_f3f2,f3f25af554bedfa4ee2824bb858280282bd87828d446048619dc49fe061741b4,Compress_using_7z_sw,1002,2026757,32,40,100GB,Set 1,In-house,Windows,4346
RW,Sodinokibi_2f00,2f00cd865ea857a2d9d399385c408e99f9daaa1b6c193f2195393bd459524b3e,"Compress_rar_using_winrar, Disk indexing",1003,876866,97,97,512GB,Set 4,In-house,Windows,4347
RW,Hive_a45c,a45cfb48b6c6b9b40bc56daf553b91223610beed172485622755042a0948af49,"Compress_rar_using_winrar, Disk indexing",1003,2064287,99,97,100GB,Set 2,In-house,Windows,4348
RW,Play_dd10,dd101db5d9503f33a0c23d79da3642e999375748f7c1532e98c813b114bdfa1a,Install_package,1004,3521780,47,56,512GB,Set 3,In-house,Windows,4349
RW,LockBit_0545,0545f842ca2eb77bcac0fd17d6d0a8c607d7dbc8669709f3096e5c1828e1c049,"User_files_wipe, Disk indexing",1003,1385479,2,67,100GB,Set 2,In-house,Windows,4350
RW,Play_006,006ae41910887f0811a3ba2868ef9576bbd265216554850112319af878f06e55,User_files_wipe,1004,2848150,35,103,100GB,Set 1,In-house,Windows,4351
RW,Sodinokibi_de20,de20c90de7becbb2f8b92ac42d71a3db3db498472746d0d6f53c368dadba44b0,Compress_using_7z_sw,1004,1072107,56,60,512GB,Set 3,In-house,Windows,4352
RW,Sodinokibi_20d4,20d46f118a5e925f992932f20dd658e4d464ac8d8218f7fba683029d51761709,User_files_wipe,1003,962747,6,31,100GB,Set 1,In-house,Windows,4353
RW,Sodinokibi_9437,94379bb2c305a5754d60ae3d27daf5f7f4758ed3dad21ee1969640fd9e84e83f,"Compress_rar_using_winrar, Disk indexing",1002,558900,25,28,100GB,Set 2,In-house,Windows,4354
RW,ViceSociety_HelloKitty_c249,c2498845ed4b287fd0f95528926c8ee620ef0cbb5b27865b2007d6379ffe4323,Compress_rar_using_winrar,1003,3312125,164,174,512GB,Set 5,In-house,Windows,4355
RW,Phobos_265d,265d1ae339e9397976d9328b2c84aca61a7cb6c0bca9f2f8dc213678e2b2ad86,Anaconda_package,1002,1559261,13,29,512GB,Set 5,In-house,Windows,4356
RW,Hive_460b,460b096aaf535b0b8f0224da0f04c7f7997c62bf715839a8012c1e1154a38984,Compress_rar_using_winrar,1003,1887130,123,134,512GB,Set 5,In-house,Windows,4357
RW,LockBit_7340,73406e0e7882addf0f810d3bc0e386fd5fd2dd441c895095f4125bb236ae7345,Compress_using_7z_sw,1003,1309885,51,56,512GB,Set 5,In-house,Windows,4358
RW,BianLian_46d3,46d340eaf6b78207e24b6011422f1a5b4a566e493d72365c6a1cace11c36b28b,Get_and_install_apps,1005,2565459,30,40,100GB,Set 1,In-house,Windows,4359
RW,Play_dd10,dd101db5d9503f33a0c23d79da3642e999375748f7c1532e98c813b114bdfa1a,"Compress_rar_using_winrar, Disk indexing",1004,3020759,36,47,512GB,Set 4,In-house,Windows,4360
RW,Sodinokibi_0441,04419b76566142902680b2c44b216905b44a5743502530066e408bac72d20864,Cmake_from_source,1003,858008,97,100,512GB,Set 5,In-house,Windows,4361
RW,Conti_24ac,24ac73821de77cc9644d2ac40e97067ff63f625b5f20e085ad10535e47d7db59,Compress_rar_using_winrar,1003,2594995,50,60,100GB,Set 1,In-house,Windows,4362
RW,RansomEXX_fa28,fa28436aaf459d16215dd2d96ea5756c09198216c52d90a7a20abde4e826909b,Cmake_from_source,1005,924325,23,27,512GB,Set 3,In-house,Windows,4363
RW,Play_952f,952fec5f9e7137951700d7e4239728f903e360b3fdb0332deb9448bdc31c2f3f,Install_package,1004,4061454,57,73,512GB,Set 3,In-house,Windows,4364
RW,BlackMatter_5da8,5da8d2e1b36be0d661d276ea6523760dbe3fa4f3fdb7e32b144812ce50c483fa,"Compress_using_7z_sw, Disk indexing",1002,1028827,34,37,100GB,Set 2,In-house,Windows,4365
RW,BlackMatter_2aad,2aad85dbd4c79bd21c6218892552d5c9fb216293a251559ba59d45d56a01437c,Get_and_install_apps,1003,2890294,213,226,512GB,Set 5,In-house,Windows,4366
RW,ViceSociety_HelloKitty_c249,c2498845ed4b287fd0f95528926c8ee620ef0cbb5b27865b2007d6379ffe4323,Do_git_repository,1003,1895587,43,50,100GB,Set 1,In-house,Windows,4367
RW,Hive_a45c,a45cfb48b6c6b9b40bc56daf553b91223610beed172485622755042a0948af49,"Do_git_repository, Disk indexing",1007,1530351,70,68,100GB,Set 2,In-house,Windows,4368
RW,Nefilim_fb3f,fb3f622cf5557364a0a3abacc3e9acf399b3631bf3630acb8132514c486751e7,"Install_package, Disk indexing",1003,1552120,88,88,512GB,Set 4,In-house,Windows,4369
RW,Play_dd10,dd101db5d9503f33a0c23d79da3642e999375748f7c1532e98c813b114bdfa1a,"Anaconda_package, Disk indexing",1004,1857753,43,48,100GB,Set 2,In-house,Windows,4370
RW,Maze_3885,3885589a3c94d0475a6d994e4644e682f4cff93f8b4d65f37508ffe706861363,Install_package,1002,2345494,148,155,512GB,Set 5,In-house,Windows,4371
RW,Karma_84d2,84d24a16949b5a89162411ab98ab2230128d8f01a3d3695874394733ac2a1dbd,"Cmake_from_source, Disk indexing",1005,3568042,54,62,512GB,Set 4,In-house,Windows,4372
RW,Thanos_8141,81411c9010f2adcb4758bac5ed6128d5a76b24689d477f6ed2c3003fd57e4f3b,User_files_wipe,1003,1962555,79,143,512GB,Set 5,In-house,Windows,4373
RW,Maze_4e25,4e2554b448424859b508433e6c4a043718343febc7894a849f446dd197b47d1e,Encrypt_using_aescrypt,1003,3148998,149,158,512GB,Set 5,In-house,Windows,4374
RW,LockBit_f2d,f2da3d1410c5058720a4307acf5fec7fc2b54285be9dd89eae108cce368dcde7,Do_git_repository,1002,1729430,84,89,512GB,Set 5,In-house,Windows,4375
